Date,Item_Code,Item_Description,Supplier,Purchase_Order_No,Document_Number,Historical_Demand_Quantity (TON),Units_Sold/Used (TON),Current_Stock_Level (TON),Safety_Stock_Target (TON),Material_Type,Voltage_Level,Supplier_Country_Of_Origin,Price_Per_Unit (USD),Delivery_Lead_Time (Days),Payment_Terms,Market_Trends (Index),Number_Of_Alternative_Suppliers,Supplier_Performance_Score (1-10),Risk_Score (1-10)
2023-07-01,MICA-TAPE-EHV,Mica Tape Extra High Voltage,IndiaScreen Technologies,PO-2023-MICA-8693,DOC-833859,6.67,6.27,17.05,13.77,Mica Tape,EHV,India,6.44,54,Net 45,100.7,3,7,5.5
2023-07-01,WB-TAPE-LV,Water Blocking Tape LV,IndiaScreen Technologies,PO-2023-WB-T-3402,DOC-566515,31.61,30.53,123.55,47.04,Water Blocking Tape,LV,India,2.96,48,Net 30,96.9,4,7,4.5
2023-07-01,WB-TAPE-MV,Water Blocking Tape MV,USATape Solutions Inc,PO-2023-WB-T-8813,DOC-278738,24.17,22.19,60.71,34.03,Water Blocking Tape,MV,USA,2.76,39,Net 30,94.1,4,8,3.8
2023-07-01,WB-TAPE-HV,Water Blocking Tape HV,IndiaScreen Technologies,PO-2023-WB-T-3979,DOC-569063,21.73,20.56,73.59,36.75,Water Blocking Tape,HV,India,3.3,50,Net 30,88.3,4,7,4.5
2023-07-01,SEMI-11KV-LAY,Semiconductor Layer 11KV,Tokyo Polymer Industries,PO-2023-SEMI-2392,DOC-487939,33.45,34.17,101.04,51.45,Semiconductor,11KV,Japan,7.95,45,Net 30,96.6,3,9,4.5
2023-07-01,SEMI-22KV-LAY,Semiconductor Layer 22KV,Nordic Polymers AB,PO-2023-SEMI-3449,DOC-216362,42.04,37.77,126.81,35.07,Semiconductor,22KV,Sweden,7.21,34,Net 60,92.2,3,10,3.8
2023-07-01,SEMI-33KV-LAY,Semiconductor Layer 33KV,Nordic Polymers AB,PO-2023-SEMI-2361,DOC-471942,38.13,37.29,107.72,33.32,Semiconductor,33KV,Sweden,9.63,35,Net 60,99.8,3,10,3.8
2023-07-01,SEMI-66KV-LAY,Semiconductor Layer 66KV,Tokyo Polymer Industries,PO-2023-SEMI-7844,DOC-277272,28.89,29.55,49.1,34.16,Semiconductor,66KV,Japan,7.83,42,Net 45,92.0,3,9,4.4
2023-08-01,XLPE-0.6KV-INS,XLPE Insulation 0.6KV,ItalCavi Materials SpA,PO-2023-XLPE-1384,DOC-613392,107.93,112.84,312.81,59.91,XLPE,0.6KV,Italy,3.42,31,Net 45,89.2,7,9,2.3
2023-08-01,XLPE-11KV-INS,XLPE Insulation 11KV,FrenchPoly Solutions,PO-2023-XLPE-5310,DOC-570738,88.73,86.52,280.6,50.85,XLPE,11KV,France,4.0,30,Net 45,93.3,7,8,2.6
2023-08-01,XLPE-22KV-INS,XLPE Insulation 22KV,Shanghai Cable Materials,PO-2023-XLPE-8505,DOC-791442,77.97,77.19,254.01,59.98,XLPE,22KV,China,3.71,41,Net 30,86.8,7,8,3.1
2023-08-01,XLPE-33KV-INS,XLPE Insulation 33KV,Shanghai Cable Materials,PO-2023-XLPE-1174,DOC-870327,59.54,62.19,73.31,49.43,XLPE,33KV,China,3.77,37,Net 30,90.3,7,8,2.9
2023-08-01,XLPE-66KV-INS,XLPE Insulation 66KV,Shanghai Cable Materials,PO-2023-XLPE-1589,DOC-829062,37.19,33.29,103.98,42.93,XLPE,66KV,China,4.07,40,Net 45,92.5,7,8,3.0
2023-08-01,XLPE-132KV-INS,XLPE Insulation 132KV,Tokyo Polymer Industries,PO-2023-XLPE-7955,DOC-526974,34.01,31.57,91.51,33.29,XLPE,132KV,Japan,3.85,40,Net 60,97.6,7,9,2.7
2023-08-01,PE-LV-JKT,PE Jacket Low Voltage,ChinaPoly Industries,PO-2023-PE-L-9008,DOC-395322,33.38,31.31,75.79,44.06,PE,LV,China,3.46,45,Net 45,93.2,7,7,3.5
2023-08-01,PE-MV-INS,PE Insulation Medium Voltage,PolyTech Europe GmbH,PO-2023-PE-M-6220,DOC-633506,23.45,19.26,61.35,27.87,PE,MV,Germany,3.16,37,Net 30,90.8,7,9,2.6
2023-08-01,PE-HV-JKT,PE Jacket High Voltage,PolyTech Europe GmbH,PO-2023-PE-H-2219,DOC-285710,29.35,24.27,88.33,21.5,PE,HV,Germany,2.85,32,Net 45,95.8,7,9,2.4
2023-08-01,PE-FOAM-LV,Foam PE Low Voltage,PolyTech Europe GmbH,PO-2023-PE-F-2235,DOC-110113,25.4,25.27,83.8,23.61,PE,LV,Germany,3.23,39,Net 60,91.2,7,9,2.7
2023-08-01,PVC-LV-INS-A,PVC Insulation LV Grade A,PolyTech Europe GmbH,PO-2023-PVC--3559,DOC-711062,37.3,35.6,149.14,39.38,PVC,LV,Germany,2.52,35,Net 60,90.5,6,9,2.5
2023-08-01,PVC-LV-INS-B,PVC Insulation LV Grade B,ItalCavi Materials SpA,PO-2023-PVC--2733,DOC-742321,37.72,33.3,63.83,36.75,PVC,LV,Italy,2.8,35,Net 30,82.8,6,9,2.5
2023-08-01,PVC-LV-JKT,PVC Jacket Low Voltage,PolyTech Europe GmbH,PO-2023-PVC--2329,DOC-294589,34.3,33.84,78.28,38.23,PVC,LV,Germany,2.38,32,Net 30,96.4,6,9,2.4
2023-08-01,PVC-MV-INS,PVC Insulation Medium Voltage,Mumbai Cable Supplies,PO-2023-PVC--4818,DOC-320430,28.64,28.58,60.14,49.92,PVC,MV,India,2.29,48,Net 30,92.8,6,6,4.0
2023-08-01,LSF-LV-JKT,LSF Jacket Low Voltage,ItalCavi Materials SpA,PO-2023-LSF--8799,DOC-957264,21.27,19.83,53.65,19.12,LSF,LV,Italy,3.13,34,Net 30,88.8,5,9,2.5
2023-08-01,LSF-MV-JKT,LSF Jacket Medium Voltage,ItalCavi Materials SpA,PO-2023-LSF--5719,DOC-867101,18.48,15.64,62.87,15.75,LSF,MV,Italy,3.12,35,Net 60,87.0,5,9,2.5
2023-08-01,LSF-HV-JKT,LSF Jacket High Voltage,ItalCavi Materials SpA,PO-2023-LSF--2303,DOC-284393,16.64,15.42,44.07,10.36,LSF,HV,Italy,3.5,28,Net 30,86.8,5,9,2.2
2023-08-01,GSW-MV-SHLD,Galvanized Steel Wire Shield MV,TurkCable Materials Ltd,PO-2023-GSW--3031,DOC-837010,20.69,17.53,53.56,22.49,GSW,MV,Turkey,4.31,28,Net 30,90.9,3,8,4.1
2023-08-01,GSW-HV-SHLD,Galvanized Steel Wire Shield HV,TurkCable Materials Ltd,PO-2023-GSW--7466,DOC-766157,18.64,15.97,66.22,16.0,GSW,HV,Turkey,4.48,25,Net 45,92.1,3,8,4.0
2023-08-01,GSW-EHV-SHLD,Galvanized Steel Wire Shield EHV,MetalShield Korea,PO-2023-GSW--5111,DOC-964517,19.56,16.72,59.95,24.48,GSW,EHV,South Korea,4.58,43,Net 45,93.9,3,9,4.4
2023-08-01,GST-MV-TAPE,Galvanized Steel Tape MV,MetalShield Korea,PO-2023-GST--5123,DOC-395120,22.61,23.12,56.91,35.4,GST,MV,South Korea,4.07,43,Net 30,84.8,1,9,6.0
2023-08-01,GST-HV-TAPE,Galvanized Steel Tape HV,MetalShield Korea,PO-2023-GST--1989,DOC-749954,25.24,25.89,58.58,27.76,GST,HV,South Korea,4.37,36,Net 45,102.4,1,9,5.7
2023-08-01,CU-SCR-11KV,Copper Screen Tape 11KV,MetalShield Korea,PO-2023-CU-S-2445,DOC-433864,13.71,13.52,29.32,21.17,Copper Screen,11KV,South Korea,7.98,42,Annual Contract,93.6,2,9,5.2
2023-08-01,CU-SCR-33KV,Copper Screen Tape 33KV,Seoul Metal Works,PO-2023-CU-S-2079,DOC-696850,10.81,10.28,29.23,15.83,Copper Screen,33KV,South Korea,8.47,38,Net 120,95.0,2,9,5.0
2023-08-01,CU-SCR-66KV,Copper Screen Tape 66KV,Seoul Metal Works,PO-2023-CU-S-8871,DOC-488438,10.39,10.24,27.92,12.67,Copper Screen,66KV,South Korea,8.65,38,Net 120,99.3,2,9,5.0
2023-08-01,AL-SCR-11KV,Aluminum Screen Tape 11KV,MetalShield Korea,PO-2023-AL-S-4117,DOC-339192,12.63,13.26,19.06,18.79,Aluminum Screen,11KV,South Korea,6.23,42,Annual Contract,85.8,3,9,4.4
2023-08-01,AL-SCR-33KV,Aluminum Screen Tape 33KV,MetalShield Korea,PO-2023-AL-S-6314,DOC-934930,13.53,13.8,32.95,16.2,Aluminum Screen,33KV,South Korea,6.3,40,Net 120,98.3,3,9,4.3
2023-08-01,AL-SCR-66KV,Aluminum Screen Tape 66KV,Seoul Metal Works,PO-2023-AL-S-7317,DOC-539979,6.94,5.8,16.69,11.34,Aluminum Screen,66KV,South Korea,5.97,40,Net 90,99.0,3,9,4.3
2023-08-01,MICA-TAPE-MV,Mica Tape Medium Voltage,USATape Solutions Inc,PO-2023-MICA-3447,DOC-518820,10.03,10.21,23.04,15.56,Mica Tape,MV,USA,6.81,42,Net 45,88.5,3,8,4.7
2023-08-01,MICA-TAPE-HV,Mica Tape High Voltage,IndiaScreen Technologies,PO-2023-MICA-4013,DOC-327534,9.44,7.91,22.85,18.77,Mica Tape,HV,India,7.72,55,Net 30,84.6,3,7,5.6
2023-08-01,MICA-TAPE-EHV,Mica Tape Extra High Voltage,IndiaScreen Technologies,PO-2023-MICA-1355,DOC-621480,6.4,5.66,14.16,13.21,Mica Tape,EHV,India,7.56,52,Net 45,84.7,3,7,5.4
2023-08-01,WB-TAPE-LV,Water Blocking Tape LV,Shanghai Cable Materials,PO-2023-WB-T-9177,DOC-553882,41.9,35.51,115.05,43.2,Water Blocking Tape,LV,China,2.82,45,Net 45,86.4,4,8,4.0
2023-08-01,WB-TAPE-MV,Water Blocking Tape MV,USATape Solutions Inc,PO-2023-WB-T-6789,DOC-211161,31.84,30.77,75.63,34.03,Water Blocking Tape,MV,USA,3.01,39,Net 30,86.5,4,8,3.8
2023-08-01,WB-TAPE-HV,Water Blocking Tape HV,USATape Solutions Inc,PO-2023-WB-T-9499,DOC-618239,23.09,19.29,60.51,31.68,Water Blocking Tape,HV,USA,2.52,44,Net 30,95.0,4,8,4.0
2023-08-01,SEMI-11KV-LAY,Semiconductor Layer 11KV,JapanSemi Advanced Materials,PO-2023-SEMI-6547,DOC-761084,51.16,49.0,214.0,36.5,Semiconductor,11KV,Japan,7.03,33,Net 45,96.7,3,10,3.7
2023-08-01,SEMI-22KV-LAY,Semiconductor Layer 22KV,JapanSemi Advanced Materials,PO-2023-SEMI-9677,DOC-395590,55.85,53.05,149.69,40.56,Semiconductor,22KV,Japan,9.44,39,Net 45,90.0,3,10,4.0
2023-08-01,SEMI-33KV-LAY,Semiconductor Layer 33KV,Tokyo Polymer Industries,PO-2023-SEMI-2034,DOC-118570,33.11,34.52,79.92,35.82,Semiconductor,33KV,Japan,8.88,37,Net 45,87.1,3,9,4.2
2023-08-01,SEMI-66KV-LAY,Semiconductor Layer 66KV,JapanSemi Advanced Materials,PO-2023-SEMI-4824,DOC-427718,29.48,25.99,75.51,28.56,Semiconductor,66KV,Japan,8.2,36,Net 60,94.3,3,10,3.8
2023-09-01,XLPE-0.6KV-INS,XLPE Insulation 0.6KV,FrenchPoly Solutions,PO-2023-XLPE-6424,DOC-832251,114.99,107.95,397.26,73.43,XLPE,0.6KV,France,3.69,37,Net 30,91.2,7,8,2.9
2023-09-01,XLPE-11KV-INS,XLPE Insulation 11KV,FrenchPoly Solutions,PO-2023-XLPE-4750,DOC-842501,79.6,75.07,311.09,59.85,XLPE,11KV,France,3.63,35,Net 30,95.6,7,8,2.8
2023-09-01,XLPE-22KV-INS,XLPE Insulation 22KV,ItalCavi Materials SpA,PO-2023-XLPE-1317,DOC-428686,70.7,64.86,200.24,43.78,XLPE,22KV,Italy,3.67,31,Net 60,84.9,7,9,2.3
2023-09-01,XLPE-33KV-INS,XLPE Insulation 33KV,FrenchPoly Solutions,PO-2023-XLPE-2332,DOC-654943,50.92,48.67,128.91,47.88,XLPE,33KV,France,3.73,36,Net 45,91.1,7,8,2.8
2023-09-01,XLPE-66KV-INS,XLPE Insulation 66KV,JapanSemi Advanced Materials,PO-2023-XLPE-4165,DOC-929718,55.52,49.82,107.26,38.5,XLPE,66KV,Japan,3.55,37,Net 45,82.8,7,10,2.3
2023-09-01,XLPE-132KV-INS,XLPE Insulation 132KV,Tokyo Polymer Industries,PO-2023-XLPE-5040,DOC-334181,39.53,32.21,161.53,33.29,XLPE,132KV,Japan,4.21,40,Net 60,93.5,7,9,2.7
2023-09-01,PE-LV-JKT,PE Jacket Low Voltage,PolyTech Europe GmbH,PO-2023-PE-L-3394,DOC-921752,35.69,32.86,150.84,32.81,PE,LV,Germany,3.14,35,Net 45,93.2,7,9,2.5
2023-09-01,PE-MV-INS,PE Insulation Medium Voltage,FrenchPoly Solutions,PO-2023-PE-M-9786,DOC-309776,24.44,23.25,64.16,28.24,PE,MV,France,2.89,37,Net 30,90.0,7,8,2.9
2023-09-01,PE-HV-JKT,PE Jacket High Voltage,FrenchPoly Solutions,PO-2023-PE-H-1992,DOC-871222,25.08,21.92,98.21,26.91,PE,HV,France,3.08,39,Net 30,95.9,7,8,3.0
2023-09-01,PE-FOAM-LV,Foam PE Low Voltage,Ankara Insulation Tech,PO-2023-PE-F-7930,DOC-834680,21.87,21.82,50.03,18.93,PE,LV,Turkey,2.73,31,Net 30,86.3,7,7,2.9
2023-09-01,PVC-LV-INS-A,PVC Insulation LV Grade A,ChinaPoly Industries,PO-2023-PVC--7904,DOC-182533,38.83,31.31,86.17,50.31,PVC,LV,China,2.59,43,Net 45,90.9,6,7,3.4
2023-09-01,PVC-LV-INS-B,PVC Insulation LV Grade B,Shanghai Cable Materials,PO-2023-PVC--3571,DOC-722691,31.26,27.99,115.74,41.86,PVC,LV,China,2.39,39,Net 45,95.8,6,8,3.0
2023-09-01,PVC-LV-JKT,PVC Jacket Low Voltage,Mumbai Cable Supplies,PO-2023-PVC--4240,DOC-840605,35.5,32.45,136.33,61.44,PVC,LV,India,2.58,48,Net 45,91.0,6,6,4.0
2023-09-01,PVC-MV-INS,PVC Insulation Medium Voltage,ChinaPoly Industries,PO-2023-PVC--3030,DOC-154970,23.71,24.64,52.16,50.32,PVC,MV,China,2.64,49,Net 45,92.6,6,7,3.7
2023-09-01,LSF-LV-JKT,LSF Jacket Low Voltage,Ankara Insulation Tech,PO-2023-LSF--7144,DOC-676850,22.79,22.97,34.79,15.96,LSF,LV,Turkey,3.09,28,Net 30,92.1,5,7,2.8
2023-09-01,LSF-MV-JKT,LSF Jacket Medium Voltage,ItalCavi Materials SpA,PO-2023-LSF--1565,DOC-774885,18.93,15.99,57.35,17.18,LSF,MV,Italy,3.24,38,Net 45,92.0,5,9,2.6
2023-09-01,LSF-HV-JKT,LSF Jacket High Voltage,TurkCable Materials Ltd,PO-2023-LSF--3160,DOC-620803,15.7,14.57,26.58,10.88,LSF,HV,Turkey,2.69,29,Net 30,92.2,5,8,2.5
2023-09-01,GSW-MV-SHLD,Galvanized Steel Wire Shield MV,Seoul Metal Works,PO-2023-GSW--4850,DOC-196321,27.08,25.2,53.61,28.12,GSW,MV,South Korea,3.99,35,Net 45,93.1,3,9,4.1
2023-09-01,GSW-HV-SHLD,Galvanized Steel Wire Shield HV,Seoul Metal Works,PO-2023-GSW--2139,DOC-616377,19.68,17.43,45.94,24.52,GSW,HV,South Korea,5.27,38,Net 45,79.3,3,9,4.2
2023-09-01,GSW-EHV-SHLD,Galvanized Steel Wire Shield EHV,MetalShield Korea,PO-2023-GSW--3539,DOC-674721,17.74,17.69,44.8,24.48,GSW,EHV,South Korea,5.12,43,Net 30,81.8,3,9,4.4
2023-09-01,GST-MV-TAPE,Galvanized Steel Tape MV,MetalShield Korea,PO-2023-GST--5272,DOC-338442,31.05,30.76,71.21,34.58,GST,MV,South Korea,4.12,42,Net 30,89.0,1,9,6.0
2023-09-01,GST-HV-TAPE,Galvanized Steel Tape HV,MetalShield Korea,PO-2023-GST--4694,DOC-601946,23.6,19.19,79.57,35.24,GST,HV,South Korea,3.8,45,Net 30,91.7,1,9,6.1
2023-09-01,CU-SCR-11KV,Copper Screen Tape 11KV,MetalShield Korea,PO-2023-CU-S-3255,DOC-624900,14.55,15.11,43.0,19.0,Copper Screen,11KV,South Korea,11.21,38,Net 120,92.1,2,9,5.0
2023-09-01,CU-SCR-33KV,Copper Screen Tape 33KV,MetalShield Korea,PO-2023-CU-S-5745,DOC-616137,13.07,10.52,47.33,18.98,Copper Screen,33KV,South Korea,8.23,45,Net 90,98.8,2,9,5.3
2023-09-01,CU-SCR-66KV,Copper Screen Tape 66KV,Seoul Metal Works,PO-2023-CU-S-1589,DOC-318981,6.52,5.28,15.87,13.05,Copper Screen,66KV,South Korea,8.95,39,Net 90,92.9,2,9,5.1
2023-09-01,AL-SCR-11KV,Aluminum Screen Tape 11KV,Seoul Metal Works,PO-2023-AL-S-7031,DOC-633881,14.35,11.77,35.13,14.52,Aluminum Screen,11KV,South Korea,6.0,33,Net 90,85.1,3,9,4.0
2023-09-01,AL-SCR-33KV,Aluminum Screen Tape 33KV,Seoul Metal Works,PO-2023-AL-S-5610,DOC-378550,9.99,10.28,31.68,14.06,Aluminum Screen,33KV,South Korea,6.34,35,Annual Contract,97.9,3,9,4.1
2023-09-01,AL-SCR-66KV,Aluminum Screen Tape 66KV,Seoul Metal Works,PO-2023-AL-S-5198,DOC-450733,7.39,6.28,18.62,11.06,Aluminum Screen,66KV,South Korea,5.87,39,Net 90,96.0,3,9,4.3
2023-09-01,MICA-TAPE-MV,Mica Tape Medium Voltage,IndiaScreen Technologies,PO-2023-MICA-8399,DOC-130217,12.3,11.84,33.05,18.6,Mica Tape,MV,India,6.38,49,Net 45,94.8,3,7,5.3
2023-09-01,MICA-TAPE-HV,Mica Tape High Voltage,Mumbai Cable Supplies,PO-2023-MICA-4352,DOC-293810,10.05,9.97,26.5,19.68,Mica Tape,HV,India,5.86,57,Net 30,88.6,3,6,5.9
2023-09-01,MICA-TAPE-EHV,Mica Tape Extra High Voltage,IndiaScreen Technologies,PO-2023-MICA-4279,DOC-896665,7.91,8.06,29.72,11.59,Mica Tape,EHV,India,5.97,46,Net 45,84.2,3,7,5.2
2023-09-01,WB-TAPE-LV,Water Blocking Tape LV,USATape Solutions Inc,PO-2023-WB-T-5970,DOC-478471,43.35,41.11,80.07,45.31,Water Blocking Tape,LV,USA,2.84,47,Net 45,86.9,4,8,4.1
2023-09-01,WB-TAPE-MV,Water Blocking Tape MV,Shanghai Cable Materials,PO-2023-WB-T-5134,DOC-327337,39.5,40.39,79.77,41.53,Water Blocking Tape,MV,China,2.98,47,Net 30,90.9,4,8,4.1
2023-09-01,WB-TAPE-HV,Water Blocking Tape HV,Ankara Insulation Tech,PO-2023-WB-T-4380,DOC-623860,26.75,27.15,56.01,18.33,Water Blocking Tape,HV,Turkey,2.25,26,Net 45,88.9,4,7,3.5
2023-09-01,SEMI-11KV-LAY,Semiconductor Layer 11KV,Tokyo Polymer Industries,PO-2023-SEMI-3707,DOC-615566,55.18,52.45,152.97,47.82,Semiconductor,11KV,Japan,7.48,42,Net 45,92.8,3,9,4.4
2023-09-01,SEMI-22KV-LAY,Semiconductor Layer 22KV,JapanSemi Advanced Materials,PO-2023-SEMI-5071,DOC-181447,51.08,49.38,159.03,38.32,Semiconductor,22KV,Japan,8.71,37,Net 60,84.1,3,10,3.9
2023-09-01,SEMI-33KV-LAY,Semiconductor Layer 33KV,Nordic Polymers AB,PO-2023-SEMI-1183,DOC-387552,42.28,40.37,179.76,23.4,Semiconductor,33KV,Sweden,8.24,25,Net 30,90.6,3,10,3.4
2023-09-01,SEMI-66KV-LAY,Semiconductor Layer 66KV,Nordic Polymers AB,PO-2023-SEMI-2593,DOC-156138,45.16,46.98,104.5,24.39,Semiconductor,66KV,Sweden,8.72,31,Net 45,98.3,3,10,3.6
2023-10-01,XLPE-0.6KV-INS,XLPE Insulation 0.6KV,Nordic Polymers AB,PO-2023-XLPE-7108,DOC-179796,119.07,117.34,475.24,53.14,XLPE,0.6KV,Sweden,3.52,28,Net 45,87.9,7,10,1.9
2023-10-01,XLPE-11KV-INS,XLPE Insulation 11KV,Shanghai Cable Materials,PO-2023-XLPE-2967,DOC-416722,103.7,83.87,290.13,63.55,XLPE,11KV,China,4.17,37,Net 30,99.2,7,8,2.9
2023-10-01,XLPE-22KV-INS,XLPE Insulation 22KV,Nordic Polymers AB,PO-2023-XLPE-1497,DOC-599651,79.79,76.53,211.36,38.84,XLPE,22KV,Sweden,3.72,28,Net 30,95.9,7,10,1.9
2023-10-01,XLPE-33KV-INS,XLPE Insulation 33KV,PolyTech Europe GmbH,PO-2023-XLPE-5475,DOC-383185,72.95,66.66,243.28,40.33,XLPE,33KV,Germany,3.95,31,Net 30,83.3,7,9,2.3
2023-10-01,XLPE-66KV-INS,XLPE Insulation 66KV,Tokyo Polymer Industries,PO-2023-XLPE-4530,DOC-168322,47.31,46.03,100.94,44.69,XLPE,66KV,Japan,3.31,42,Net 45,95.5,7,9,2.8
2023-10-01,XLPE-132KV-INS,XLPE Insulation 132KV,Tokyo Polymer Industries,PO-2023-XLPE-8630,DOC-532458,45.57,41.38,99.2,28.88,XLPE,132KV,Japan,3.48,35,Net 30,98.2,7,9,2.5
2023-10-01,PE-LV-JKT,PE Jacket Low Voltage,FrenchPoly Solutions,PO-2023-PE-L-5601,DOC-844385,41.59,40.1,142.85,37.38,PE,LV,France,3.18,39,Net 45,92.3,7,8,3.0
2023-10-01,PE-MV-INS,PE Insulation Medium Voltage,Tokyo Polymer Industries,PO-2023-PE-M-5455,DOC-297205,27.23,21.95,85.34,28.63,PE,MV,Japan,3.05,38,Net 30,95.9,7,9,2.6
2023-10-01,PE-HV-JKT,PE Jacket High Voltage,Mumbai Cable Supplies,PO-2023-PE-H-8132,DOC-686095,32.19,26.11,84.12,33.7,PE,HV,India,3.03,47,Net 45,85.4,7,6,3.9
2023-10-01,PE-FOAM-LV,Foam PE Low Voltage,Tokyo Polymer Industries,PO-2023-PE-F-7017,DOC-578420,27.75,22.81,60.29,21.0,PE,LV,Japan,2.71,35,Net 45,94.5,7,9,2.5
2023-10-01,PVC-LV-INS-A,PVC Insulation LV Grade A,TurkCable Materials Ltd,PO-2023-PVC--9859,DOC-252773,44.45,39.69,148.68,28.0,PVC,LV,Turkey,2.44,25,Net 45,93.4,6,8,2.4
2023-10-01,PVC-LV-INS-B,PVC Insulation LV Grade B,Mumbai Cable Supplies,PO-2023-PVC--7096,DOC-590192,38.39,36.28,84.45,58.48,PVC,LV,India,2.38,52,Net 45,89.1,6,6,4.1
2023-10-01,PVC-LV-JKT,PVC Jacket Low Voltage,Mumbai Cable Supplies,PO-2023-PVC--9102,DOC-808534,32.25,31.86,97.75,62.72,PVC,LV,India,2.62,49,Net 45,94.2,6,6,4.0
2023-10-01,PVC-MV-INS,PVC Insulation Medium Voltage,Shanghai Cable Materials,PO-2023-PVC--3255,DOC-448970,35.85,30.95,78.36,43.04,PVC,MV,China,2.5,43,Net 45,87.3,6,8,3.1
2023-10-01,LSF-LV-JKT,LSF Jacket Low Voltage,ItalCavi Materials SpA,PO-2023-LSF--3691,DOC-144832,21.03,21.35,68.11,19.69,LSF,LV,Italy,3.35,35,Net 45,92.9,5,9,2.5
2023-10-01,LSF-MV-JKT,LSF Jacket Medium Voltage,Ankara Insulation Tech,PO-2023-LSF--3612,DOC-992440,17.92,15.87,37.04,15.18,LSF,MV,Turkey,4.11,33,Net 30,95.9,5,7,3.0
2023-10-01,LSF-HV-JKT,LSF Jacket High Voltage,FrenchPoly Solutions,PO-2023-LSF--7864,DOC-217314,16.62,14.94,51.54,12.48,LSF,HV,France,3.16,33,Net 30,90.7,5,8,2.7
2023-10-01,GSW-MV-SHLD,Galvanized Steel Wire Shield MV,MetalShield Korea,PO-2023-GSW--3698,DOC-875643,27.67,28.6,36.72,35.93,GSW,MV,South Korea,4.01,44,Net 30,88.2,3,9,4.5
2023-10-01,GSW-HV-SHLD,Galvanized Steel Wire Shield HV,Seoul Metal Works,PO-2023-GSW--7116,DOC-675092,20.99,18.5,54.91,24.52,GSW,HV,South Korea,5.13,38,Net 45,83.9,3,9,4.2
2023-10-01,GSW-EHV-SHLD,Galvanized Steel Wire Shield EHV,MetalShield Korea,PO-2023-GSW--7684,DOC-821211,17.77,15.78,52.7,23.34,GSW,EHV,South Korea,4.64,41,Net 30,95.8,3,9,4.4
2023-10-01,GST-MV-TAPE,Galvanized Steel Tape MV,MetalShield Korea,PO-2023-GST--4085,DOC-850992,31.65,31.92,74.24,37.19,GST,MV,South Korea,4.12,45,Net 30,90.0,1,9,6.1
2023-10-01,GST-HV-TAPE,Galvanized Steel Tape HV,MetalShield Korea,PO-2023-GST--2183,DOC-828694,19.23,17.76,58.1,33.54,GST,HV,South Korea,4.45,43,Net 45,94.0,1,9,6.0
2023-10-01,CU-SCR-11KV,Copper Screen Tape 11KV,MetalShield Korea,PO-2023-CU-S-2582,DOC-954059,16.5,14.06,37.76,20.66,Copper Screen,11KV,South Korea,8.8,41,Net 90,97.7,2,9,5.2
2023-10-01,CU-SCR-33KV,Copper Screen Tape 33KV,MetalShield Korea,PO-2023-CU-S-2168,DOC-170277,11.52,9.81,29.64,14.53,Copper Screen,33KV,South Korea,9.41,35,Net 120,98.6,2,9,4.9
2023-10-01,CU-SCR-66KV,Copper Screen Tape 66KV,MetalShield Korea,PO-2023-CU-S-7602,DOC-111081,10.47,9.31,21.14,11.95,Copper Screen,66KV,South Korea,8.41,36,Annual Contract,94.2,2,9,4.9
2023-10-01,AL-SCR-11KV,Aluminum Screen Tape 11KV,Seoul Metal Works,PO-2023-AL-S-8020,DOC-749338,13.97,11.9,33.11,16.86,Aluminum Screen,11KV,South Korea,6.5,38,Annual Contract,92.3,3,9,4.2
2023-10-01,AL-SCR-33KV,Aluminum Screen Tape 33KV,IndiaScreen Technologies,PO-2023-AL-S-9050,DOC-133049,12.33,9.99,41.09,23.47,Aluminum Screen,33KV,India,5.83,55,Net 120,99.2,3,7,5.6
2023-10-01,AL-SCR-66KV,Aluminum Screen Tape 66KV,MetalShield Korea,PO-2023-AL-S-7287,DOC-889491,7.43,6.82,19.8,9.84,Aluminum Screen,66KV,South Korea,6.7,35,Annual Contract,84.5,3,9,4.1
2023-10-01,MICA-TAPE-MV,Mica Tape Medium Voltage,USATape Solutions Inc,PO-2023-MICA-6751,DOC-818115,10.57,10.09,38.65,15.93,Mica Tape,MV,USA,7.16,43,Net 45,90.5,3,8,4.7
2023-10-01,MICA-TAPE-HV,Mica Tape High Voltage,USATape Solutions Inc,PO-2023-MICA-2422,DOC-597939,8.55,7.88,20.62,14.16,Mica Tape,HV,USA,7.18,43,Net 45,85.5,3,8,4.7
2023-10-01,MICA-TAPE-EHV,Mica Tape Extra High Voltage,Mumbai Cable Supplies,PO-2023-MICA-2540,DOC-576773,5.75,5.79,14.17,12.29,Mica Tape,EHV,India,6.89,48,Net 45,89.8,3,6,5.6
2023-10-01,WB-TAPE-LV,Water Blocking Tape LV,USATape Solutions Inc,PO-2023-WB-T-6289,DOC-424863,44.81,41.11,113.55,38.08,Water Blocking Tape,LV,USA,2.27,40,Net 45,89.2,4,8,3.8
2023-10-01,WB-TAPE-MV,Water Blocking Tape MV,Shanghai Cable Materials,PO-2023-WB-T-1462,DOC-630888,36.7,35.63,74.72,37.68,Water Blocking Tape,MV,China,2.48,43,Net 45,82.3,4,8,3.9
2023-10-01,WB-TAPE-HV,Water Blocking Tape HV,Shanghai Cable Materials,PO-2023-WB-T-7359,DOC-940231,26.81,26.12,83.92,27.85,Water Blocking Tape,HV,China,3.01,39,Net 30,97.3,4,8,3.8
